model,year,transmission,mileage,fuelType,mpg,engineSize,price
 Up,2019,Manual,9999,Petrol,27.7,1,8580
 Up,2019,Manual,14702,Petrol,25.2,1,11975
 Up,2018,Manual,5399,Petrol,32.1,1,7990
 Touran,2016,Manual,31004,Diesel,32.1,1.6,14950
 Up,2019,Manual,9999,Petrol,27.15,1,10355
 Up,2019,Manual,9999,Petrol,27.15,1,10355
 Up,2019,Manual,99,Petrol,25.7,1,11320
 Touran,2016,Automatic,43600,Diesel,30.05,2,14950
 Up,2019,Manual,99,Petrol,27.15,1,10160
 Up,2019,Manual,9999,Petrol,27.15,1,8755
 Up,2019,Manual,9999,Petrol,27.15,1,8880
A1,2017,Manual,11000,Petrol,29.45,1.4,14950
 Up,2018,Manual,16786,Petrol,32.1,1,7550
 Up,2018,Semi-Auto,11000,Petrol,34.45,1,8995
1 Series,2017,Manual,13971,Diesel,34.45,2,14950
1 Series,2017,Manual,9463,Diesel,36.2,1.5,14950
1 Series,2017,Manual,12519,Diesel,32.85,2,14950
 Kuga,2017,Manual,13411,Diesel,30.05,2,14950
 Passat,2017,Semi-Auto,30000,Petrol,27.7,1.4,14950
 Passat,2017,Semi-Auto,40905,Diesel,34.45,1.6,14950
RAV4,2017,Manual,42543,Diesel,30.05,2,14950
 Auris,2017,Automatic,12414,Hybrid,36.2,1.8,14950
 Yeti Outdoor,2017,Manual,19627,Diesel,31.4,2,14950
 Tucson,2017,Automatic,14092,Diesel,28.8,1.7,14950
2 Series,2017,Manual,22887,Petrol,27.7,1.5,14951
1 Series,2017,Semi-Auto,18852,Diesel,35.3,2,14951
3 Series,2015,Manual,31828,Petrol,21.75,2,14952
5 Series,2014,Semi-Auto,31039,Diesel,27.7,2,14959
A3,2015,Automatic,32623,Petrol,29.45,1.4,14959
A1,2016,Semi-Auto,13282,Petrol,28.25,1.4,14959
 Golf,2015,Manual,33050,Diesel,33.65,2,14960
 Touran,2016,Manual,41210,Diesel,32.1,2,14960
 Up,2019,Manual,10,Petrol,27.15,1,9999
 Up,2020,Manual,5000,Petrol,27.15,1,9999
 Up,2020,Manual,5000,Petrol,27.15,1,9999
 Auris,2016,Automatic,28121,Hybrid,35.3,1.8,14960
 Focus,2017,Manual,23554,Petrol,20.75,2,14960
 Up,2020,Manual,5000,Petrol,27.15,1,9999
 Up,2020,Manual,5000,Petrol,27.15,1,9999
 Up,2020,Manual,5000,Petrol,27.15,1,9999
 Up,2019,Manual,15,Petrol,27.15,1,9999
 Up,2019,Manual,10,Petrol,27.15,1,9699
 Up,2019,Manual,10,Petrol,27.15,1,10999
 Golf,2017,Semi-Auto,23967,Petrol,27.7,1.4,14961
 Scirocco,2016,Manual,25624,Diesel,27.7,2,14966
 Tucson,2017,Manual,24963,Diesel,30.7,1.7,14966
X5,2011,Automatic,69987,Diesel,18.85,3,14970
 Up,2019,Manual,4000,Petrol,27.15,1,9995
 Up,2018,Manual,11032,Petrol,31.4,1,7495
Q3,2014,Semi-Auto,33178,Diesel,23.95,2,14970
A5,2015,Manual,28392,Diesel,30.05,2,14970
 Golf,2016,Manual,42908,Diesel,33.65,2,14970
 Up,2019,Manual,1653,Petrol,27.15,1,10965
 Up,2019,Manual,2120,Petrol,27.15,1,8999
 Up,2020,Manual,2500,Petrol,26.65,1,14965
 Tiguan,2016,Manual,28977,Diesel,26.65,2,14970
A3,2017,Manual,44151,Diesel,32.85,2,14970
 Focus,2017,Manual,23779,Diesel,33.65,2,14971
 Tiguan,2017,Manual,43501,Diesel,29.45,2,14971
 Up,2020,Manual,1843,Petrol,27.15,1,9465
 Up,2018,Manual,9000,Petrol,32.1,1,7995
3 Series,2014,Semi-Auto,33287,Diesel,27.7,2,14972
1 Series,2016,Automatic,25562,Diesel,34.45,1.5,14975
3 Series,2016,Manual,49000,Diesel,30.05,2,14975
 Up,2020,Manual,943,Petrol,25.7,1,10799
 Auris,2016,Automatic,46580,Hybrid,39.25,1.8,14975
 Up,2019,Manual,1501,Petrol,27.15,1,9999
A3,2017,Manual,27073,Petrol,30.05,1.4,14975
A3,2017,Manual,34900,Petrol,29.45,1.4,14975
1 Series,2016,Semi-Auto,28000,Diesel,34.45,1.5,14980
3 Series,2016,Semi-Auto,41492,Diesel,33.65,2,14980
2 Series,2016,Semi-Auto,43774,Diesel,32.1,2,14980
 Focus,2016,Manual,30968,Diesel,33.65,2,14980
 Up,2018,Manual,8681,Petrol,32.1,1,9999
 Beetle,2016,Manual,14382,Petrol,21.75,2,14980
 Up,2019,Manual,501,Petrol,27.15,1,9699
A4,2017,Manual,30000,Petrol,25.2,2,14980
 Up,2019,Manual,3412,Petrol,27.15,1,8995
 Kuga,2017,Manual,11855,Diesel,30.05,2,14980
 Kuga,2017,Manual,14590,Diesel,30.05,2,14980
A3,2015,Semi-Auto,28294,Hybrid,94.15,1.4,14981
 Tiguan,2017,Manual,36000,Diesel,29.45,2,14981
3 Series,2015,Automatic,45909,Diesel,31.4,2,14982
 Kuga,2017,Automatic,17731,Diesel,27.15,2,14985
 Kuga,2017,Automatic,20766,Petrol,19.1,1.5,14985
 Up,2020,Manual,622,Petrol,26.65,1,15485
 Tucson,2017,Manual,42858,Diesel,23.95,2,14985
 Up,2018,Manual,5400,Petrol,26.15,1,10500
 Tucson,2017,Semi-Auto,47028,Diesel,28.8,1.7,14985
 Tucson,2017,Manual,42858,Diesel,23.95,2,14985
 Up,2018,Manual,27019,Petrol,25.2,1,11995
 Tucson,2017,Manual,38192,Diesel,27.15,2,14985
 Auris,2016,Automatic,24023,Hybrid,39.25,1.8,14987
 Up,2019,Semi-Auto,4316,Petrol,26.15,1,11995
1 Series,2016,Automatic,25633,Diesel,32.85,2,14988
 Tiguan,2016,Semi-Auto,10845,Diesel,24.8,2,14988
 Up,2020,Manual,1000,Petrol,25.7,1,10799
A5,2014,Automatic,57099,Diesel,29.45,2,14989
 Golf,2014,Manual,34329,Diesel,33.65,2,14989
 Golf,2016,Manual,45701,Diesel,33.65,2,14989
 Up,2018,Manual,1904,Petrol,32.1,1,8698
 Golf,2016,Manual,47856,Diesel,33.65,2,14989
 Up,2018,Manual,6000,Petrol,27.15,1,7950
 Up,2018,Manual,11744,Petrol,34.45,1,9950
 Golf,2016,Manual,47856,Diesel,33.65,2,14989
 Up,2020,Manual,1000,Petrol,27.15,1,10290
 Up,2019,Manual,1000,Petrol,27.15,1,9290
 Kuga,2017,Manual,22182,Diesel,30.05,2,14989
 S-MAX,2017,Semi-Auto,35680,Diesel,26.15,2,14989
 Touran,2017,Manual,46734,Diesel,30.7,1.6,14989
X5,2011,Automatic,70000,Diesel,18.85,3,14990
 Up,2019,Manual,3445,Petrol,27.15,1,9291
Q7,2012,Automatic,87000,Diesel,19.1,3,14990
Q5,2013,Automatic,81957,Diesel,23.55,2,14990
Q5,2013,Manual,41000,Diesel,23.95,2,14990
A7,2013,Automatic,63000,Diesel,23.95,3,14990
3 Series,2013,Semi-Auto,35500,Diesel,27.7,2,14990
 Up,2019,Manual,4069,Petrol,27.15,1,8375
 Up,2019,Manual,4309,Petrol,27.15,1,8999
4 Series,2014,Semi-Auto,43000,Diesel,28.25,2,14990
5 Series,2014,Automatic,55306,Diesel,28.8,2,14990
 Up,2018,Manual,6178,Petrol,32.1,1,9995
 Up,2019,Manual,1241,Petrol,26.15,1,11495
 Up,2019,Manual,3321,Petrol,27.15,1,10495
3 Series,2014,Manual,27000,Diesel,27.7,2,14990
 Golf,2014,Manual,60000,Petrol,19.9,2,14990
 Up,2020,Manual,2122,Petrol,25.2,1,13500
 Beetle,2014,Semi-Auto,17162,Diesel,25.2,2,14990
 Up,2018,Manual,24136,Petrol,34.45,1,7995
 Amarok,2014,Manual,60000,Diesel,17.65,2,14990
A3,2015,Semi-Auto,30530,Diesel,32.1,2,14990
A4,2015,Manual,29000,Diesel,34.45,2,14990
 Up,2019,Manual,25,Petrol,27.15,1,9991
 Up,2020,Manual,499,Petrol,27.15,1,11295
 Up,2019,Manual,2948,Petrol,27.15,1,9491
 Up,2019,Manual,25,Petrol,27.15,1,10261
 Up,2019,Manual,550,Petrol,27.15,1,9990
A3,2015,Manual,39522,Petrol,30.05,1.4,14990
Q3,2015,Semi-Auto,58549,Petrol,23.95,1.4,14990
A4,2015,Manual,46000,Diesel,30.7,2,14990
Q3,2015,Manual,55000,Diesel,26.15,2,14990
 Up,2018,Manual,7419,Petrol,32.1,1,7952
 Up,2018,Manual,1607,Petrol,32.1,1,8712
Q5,2015,Manual,55000,Diesel,23.95,2,14990
 TT,2015,Manual,36000,Diesel,33.65,2,14990
3 Series,2015,Automatic,66000,Diesel,26.65,3,14990
4 Series,2015,Automatic,41000,Diesel,32.85,2,14990
3 Series,2015,Automatic,26000,Diesel,32.1,2,14990
 Up,2018,Manual,9040,Petrol,34.45,1,8922
 Up,2019,Manual,807,Petrol,27.15,1,9241
 Up,2018,Manual,27385,Petrol,30.05,1,8872
 Up,2019,Manual,10,Petrol,27.15,1,10498
 Up,2018,Manual,2054,Petrol,32.1,1,7892
 Up,2020,Manual,1113,Petrol,26.65,1,15991
4 Series,2015,Automatic,35000,Diesel,32.85,2,14990
 Up,2019,Manual,10,Petrol,27.15,1,9790
 Up,2019,Manual,100,Petrol,27.15,1,10491
 Up,2019,Manual,800,Petrol,27.15,1,10491
 Up,2018,Manual,10961,Petrol,32.1,1,8191
 S-MAX,2015,Semi-Auto,55474,Diesel,25.7,2,14990
 Kuga,2015,Automatic,29000,Petrol,19.1,1.5,14990
 Up,2019,Manual,4542,Petrol,27.15,1,9149
 Scirocco,2015,Manual,50000,Petrol,17.45,2,14990
 Up,2019,Manual,350,Petrol,26.15,1,10946
 Up,2018,Manual,6261,Petrol,32.1,1,8412
 Up,2018,Manual,10000,Petrol,34.45,1,8072
 Santa Fe,2015,Automatic,54000,Diesel,21.1,2.2,14990
A6,2016,Semi-Auto,76968,Diesel,30.7,2,14990
A4,2016,Automatic,68148,Diesel,33.65,2,14990
A4,2016,Semi-Auto,66832,Diesel,32.1,3,14990
 Up,2018,Manual,18602,Petrol,32.1,1,7390
3 Series,2016,Manual,33201,Petrol,24.35,2,14990
2 Series,2016,Semi-Auto,16685,Petrol,26.65,1.5,14990
1 Series,2016,Manual,10937,Diesel,32.85,2,14990
X1,2016,Manual,31915,Diesel,34.45,2,14990
2 Series,2016,Manual,24488,Petrol,26.65,1.5,14990
5 Series,2016,Automatic,34000,Diesel,31.4,2,14990
3 Series,2016,Automatic,63000,Diesel,28.8,2,14990
2 Series,2016,Manual,46527,Diesel,30.05,2,14990
 Kuga,2016,Semi-Auto,45472,Diesel,27.15,2,14990
 Up,2019,Manual,5026,Petrol,27.15,1,9500
 Up,2019,Manual,1992,Petrol,27.15,1,9600
 Up,2019,Manual,3170,Petrol,27.15,1,9800
 Up,2019,Manual,4815,Petrol,27.15,1,9700
 Up,2019,Manual,3329,Petrol,27.15,1,9400
 Focus,2016,Manual,40900,Petrol,20.75,2,14990
 Golf,2016,Manual,23561,Petrol,30.05,1.4,14990
 Up,2019,Manual,3207,Petrol,27.15,1,9900
 Golf,2016,Manual,47781,Diesel,33.65,2,14990
 Golf,2016,Manual,37475,Diesel,33.65,2,14990
 Golf,2016,Semi-Auto,19742,Petrol,26.65,1.4,14990
 Golf,2016,Manual,31375,Diesel,33.65,2,14990
 Golf,2016,Semi-Auto,42865,Diesel,31.4,2,14990
 Golf,2016,Manual,49000,Diesel,29.45,2,14990
 Tiguan,2016,Manual,40995,Diesel,29.45,2,14990
 Tiguan,2016,Manual,31202,Diesel,29.45,2,14990
 Tiguan,2016,Automatic,30735,Diesel,24.8,2,14990
 Touran,2016,Manual,32400,Diesel,32.1,1.6,14990
 Touran,2016,Manual,34000,Diesel,32.1,1.6,14990
 Touran,2016,Manual,38000,Diesel,32.1,1.6,14990
 Auris,2016,Automatic,18683,Hybrid,36.2,1.8,14990
 Auris,2016,Automatic,16092,Hybrid,36.2,1.8,14990
 Octavia,2016,Manual,24580,Petrol,22.8,2,14990
 Superb,2016,Semi-Auto,64658,Diesel,28.25,2,14990
 Tucson,2016,Automatic,21656,Diesel,23.55,2,14990
 Tucson,2016,Manual,46759,Diesel,27.15,2,14990
A1,2017,Semi-Auto,15660,Petrol,28.25,1.4,14990
 Up,2018,Semi-Auto,20974,Petrol,34.45,1,8750
A1,2017,Automatic,30658,Petrol,28.25,1.4,14990
 Up,2020,Manual,3500,Petrol,27.15,1,10191
A1,2017,Manual,38000,Petrol,28.25,1.4,14990
 Up,2020,Manual,3500,Petrol,27.15,1,9641
 Up,2019,Manual,2463,Petrol,27.15,1,9690
 Up,2019,Manual,2569,Petrol,27.15,1,9690
 Up,2020,Manual,1000,Petrol,25.2,1,13290
A3,2017,Manual,24842,Petrol,30.05,1,14990
A3,2017,Manual,24964,Petrol,30.05,1.4,14990
 Up,2018,Manual,14479,Petrol,34.45,1,9001
 Up,2019,Manual,1445,Petrol,27.15,1,8490
A1,2017,Manual,25417,Diesel,38.15,1.6,14990
 Up,2019,Manual,1400,Petrol,27.15,1,9490
 Up,2019,Manual,762,Petrol,27.15,1,9490
A1,2017,Semi-Auto,15132,Petrol,28.8,1.4,14990
A1,2017,Semi-Auto,29900,Diesel,36.2,1.6,14990
A1,2017,Manual,20000,Petrol,29.45,1.4,14990
 Up,2020,Manual,2000,Petrol,27.15,1,11000
A3,2017,Manual,8936,Petrol,30.05,1.4,14990
 Up,2019,Manual,87,Petrol,27.15,1,9790
3 Series,2017,Semi-Auto,48604,Diesel,33.65,2,14990
2 Series,2017,Manual,14643,Petrol,26.15,1.5,14990
3 Series,2017,Manual,18452,Diesel,33.65,2,14990
 Up,2019,Manual,3000,Petrol,27.15,1,10200
 Up,2019,Manual,3000,Petrol,27.15,1,10150
 Up,2019,Manual,3000,Petrol,27.15,1,10350
1 Series,2017,Semi-Auto,26525,Petrol,27.75,1.5,14990
 Up,2018,Manual,16099,Petrol,25.2,1,12990
2 Series,2017,Automatic,17000,Petrol,24.35,2,14990
 Kuga,2017,Semi-Auto,13562,Diesel,29.45,1.5,14990
 S-MAX,2017,Manual,49789,Diesel,28.25,2,14990
 Up,2019,Manual,2350,Petrol,25.7,1,10995
 Kuga,2017,Manual,11675,Diesel,30.05,2,14990
 Kuga,2017,Manual,21730,Diesel,30.05,2,14990
 Kuga,2017,Manual,31598,Diesel,30.05,2,14990
 Kuga,2017,Manual,32717,Petrol,22.8,1.5,14990
 C-MAX,2017,Manual,8000,Diesel,34.45,1.5,14990
 Up,2019,Manual,20,Petrol,27.15,1,9998
 Kuga,2017,Manual,13988,Diesel,30.05,2,14990
 Up,2019,Manual,2500,Petrol,27.15,1,9900
 Mondeo,2017,Manual,16098,Diesel,32.1,2,14990
 Up,2020,Manual,25,Petrol,27.15,1,10990
 Up,2019,Manual,15,Petrol,27.15,1,9998
 Kuga,2017,Semi-Auto,43750,Diesel,27.15,2,14990
 Golf,2017,Manual,21444,Diesel,34.45,2,14990
 Golf,2017,Automatic,25302,Diesel,33.65,2,14990
 Passat,2017,Manual,59044,Diesel,33.65,2,14990
 Passat,2017,Automatic,24294,Diesel,31.4,2,14990
 Up,2019,Manual,7201,Petrol,27.7,1,10513
 Up,2018,Manual,8457,Petrol,34.45,1,8393
 Polo,2017,Semi-Auto,25287,Petrol,25.2,1.8,14990
 Polo,2017,Semi-Auto,24217,Petrol,25.2,1.8,14990
 Tiguan,2017,Manual,31333,Diesel,29.45,2,14990
 Tiguan,2017,Semi-Auto,23319,Diesel,24.8,2,14990
 Up,2018,Manual,14561,Petrol,32.1,1,8102
 Up,2018,Manual,5600,Petrol,32.1,1,10701
 Tiguan,2017,Manual,63912,Diesel,29.45,2,14990
 Scirocco,2017,Semi-Auto,28349,Petrol,22.05,2,14990
 Up,2019,Manual,5600,Petrol,27.15,1,8780
 Caddy Life,2017,Manual,15986,Diesel,30.05,2,14990
 Auris,2017,Automatic,10687,Hybrid,39.25,1.8,14990
 Auris,2017,Automatic,15500,Hybrid,36.2,1.8,14990
 Auris,2017,Manual,6983,Petrol,39.25,1.8,14990
 Yeti Outdoor,2017,Semi-Auto,6335,Petrol,25.7,1.2,14990
 Up,2019,Manual,6000,Petrol,27.7,1,8490
 Up,2019,Manual,5000,Petrol,27.15,1,10490
 Up,2019,Manual,1711,Petrol,27.15,1,9650
 Octavia,2017,Semi-Auto,18017,Petrol,28.25,1.4,14990
 Yeti Outdoor,2017,Semi-Auto,12215,Petrol,25.7,1.2,14990
 Octavia,2017,Semi-Auto,44475,Petrol,21.4,2,14990
 Up,2020,Manual,1000,Petrol,27.15,1,11250
 Superb,2017,Semi-Auto,40100,Diesel,31.4,2,14990
 Tucson,2017,Manual,26697,Diesel,30.7,1.7,14990
 Tucson,2017,Automatic,36459,Diesel,23.15,2,14990
 Up,2019,Manual,3348,Petrol,27.15,1,8500
 Up,2019,Manual,1240,Petrol,27.15,1,10250
 Mondeo,2015,Automatic,28996,Petrol,19.1,2,14991
 Up,2020,Manual,63,Petrol,27.15,1,9990
A3,2016,Manual,25556,Petrol,30.05,1.4,14991
A1,2016,Manual,21257,Petrol,27.7,1.4,14991
 Up,2019,Manual,3000,Petrol,27.15,1,9990
 Up,2019,Manual,3706,Petrol,27.15,1,9190
 Up,2020,Manual,1131,Petrol,25.7,1,10250
A3,2016,Manual,30000,Diesel,33.65,2,14991
1 Series,2016,Manual,7000,Diesel,32.85,2,14991
 Up,2019,Manual,2852,Petrol,27.15,1,9750
 Up,2020,Manual,581,Petrol,27.15,1,9990
3 Series,2016,Semi-Auto,20923,Diesel,35.3,2,14991
 Up,2020,Manual,200,Petrol,25.2,1,12990
 Up,2019,Manual,3000,Petrol,31.4,1,9690
 Up,2019,Manual,3000,Petrol,27.15,1,9690
 Up,2018,Manual,9556,Petrol,30.05,1,8990
1 Series,2016,Semi-Auto,17236,Diesel,34.45,1.5,14991
X1,2016,Manual,21242,Diesel,34.45,2,14991
 Up,2020,Manual,6,Petrol,25.2,1,11780
 Golf,2016,Manual,24406,Petrol,30.05,1.4,14991
 Golf,2016,Automatic,53188,Hybrid,94.15,1.4,14991
 Beetle,2016,Manual,35916,Petrol,23.55,1.4,14991
 Up,2018,Manual,32423,Petrol,32.1,1,7996
 Up,2019,Manual,7370,Petrol,27.15,1,8590
 Up,2019,Manual,5270,Petrol,27.15,1,8590
A4,2017,Manual,28000,Petrol,25.7,1.4,14991
1 Series,2017,Manual,20847,Petrol,26.15,1.5,14991
 Auris,2017,Automatic,41000,Hybrid,39.25,1.8,14991
 Yeti Outdoor,2017,Semi-Auto,6245,Petrol,25.7,1.2,14991
 Up,2020,Manual,25,Petrol,27.15,1,10990
 Up,2018,Manual,22500,Petrol,32.1,1,7495
A6,2015,Semi-Auto,73699,Diesel,29.45,3,14992
A4,2017,Manual,16602,Petrol,25.2,2,14992
 Up,2018,Manual,9726,Petrol,32.1,1,9999
Z3,2002,Automatic,16500,Petrol,14.7,2.2,14995
A3,2013,Semi-Auto,38776,Petrol,28.25,1.4,14995
 Up,2018,Manual,21875,Petrol,32.1,1,7990
A3,2014,Semi-Auto,27355,Petrol,21.4,1.8,14995
A4,2014,Semi-Auto,38851,Diesel,28.8,2,14995
Q3,2014,Semi-Auto,25440,Petrol,22.8,1.4,14995
5 Series,2014,Semi-Auto,42313,Diesel,27.7,3,14995
 Up,2020,Manual,100,Petrol,27.15,1,10990
 Up,2019,Manual,1961,Petrol,27.15,1,10790
 Up,2019,Manual,1479,Petrol,27.15,1,10690
 Up,2019,Manual,1837,Petrol,27.15,1,10290
 Up,2019,Manual,1307,Petrol,27.15,1,10790
 Up,2019,Manual,3500,Petrol,27.15,1,8790
5 Series,2014,Semi-Auto,42749,Diesel,27.7,2,14995
 Up,2019,Manual,2000,Petrol,25.7,1,10990
 Up,2019,Manual,2000,Petrol,27.15,1,9990
 Up,2020,Manual,1000,Petrol,27.15,1,10790
 Up,2020,Manual,1000,Petrol,27.15,1,10790
3 Series,2014,Manual,25372,Diesel,30.7,2,14995
1 Series,2014,Automatic,46000,Petrol,18.85,3,14995
 Touareg,2014,Automatic,68100,Diesel,21.4,3,14995
 Santa Fe,2014,Semi-Auto,48900,Diesel,20.75,2.2,14995
 Santa Fe,2014,Semi-Auto,60500,Diesel,20.75,2.2,14995
A4,2015,Semi-Auto,41755,Diesel,26.65,2,14995
A3,2015,Manual,50062,Petrol,28.8,1.2,14995
 Up,2018,Manual,23636,Petrol,32.1,1,7950
A3,2015,Semi-Auto,46465,Petrol,27.15,1.4,14995
A6,2015,Manual,43193,Diesel,32.85,2,14995
A6,2015,Semi-Auto,77352,Diesel,32.1,2,14995
 Up,2020,Manual,5000,Petrol,25.7,1,11750
A3,2015,Manual,24000,Petrol,30.05,1.4,14995
 Up,2018,Manual,12500,Petrol,32.1,1,8750
A5,2015,Automatic,54495,Diesel,28.8,3,14995
 Up,2020,Manual,5000,Petrol,25.7,1,11750
A6,2015,Automatic,41101,Diesel,33.65,2,14995
A3,2015,Semi-Auto,23698,Petrol,28.8,1.4,14995
 Up,2020,Manual,100,Petrol,27.15,1,10750
X1,2015,Manual,39000,Diesel,29.45,2,14995
3 Series,2015,Automatic,44000,Diesel,28.25,3,14995
3 Series,2015,Semi-Auto,40781,Diesel,30.7,2,14995
 Up,2019,Manual,3000,Petrol,27.15,1,8510
3 Series,2015,Semi-Auto,40321,Diesel,29.45,2,14995
3 Series,2015,Automatic,34466,Petrol,25.7,2,14995
 Up,2018,Manual,6436,Petrol,27.15,1,8690
1 Series,2015,Manual,24470,Diesel,32.85,2,14995
4 Series,2015,Manual,51611,Diesel,29.45,2,14995
 S-MAX,2015,Semi-Auto,30702,Diesel,26.15,2,14995
 Golf,2015,Manual,51271,Petrol,23.55,2,14995
 Golf,2015,Manual,45000,Diesel,33.65,2,14995
 Golf,2015,Semi-Auto,42031,Diesel,31.4,2,14995
 Up,2020,Manual,2500,Petrol,25.2,1,14500
 Up,2018,Semi-Auto,6803,Petrol,34.45,1,10000
 Up,2019,Manual,2500,Petrol,27.15,1,11000
 Up,2019,Manual,3500,Petrol,27.15,1,10500
 Up,2019,Manual,5000,Petrol,27.15,1,9900
 Golf,2015,Automatic,42692,Diesel,31.4,2,14995
 Up,2020,Manual,2500,Petrol,27.15,1,11000
 Up,2020,Manual,2500,Petrol,27.15,1,11000
 Amarok,2015,Manual,73000,Diesel,17.65,2,14995
 Up,2019,Manual,2442,Petrol,27.15,1,10290
 Up,2020,Manual,25,Petrol,25.7,1,11590
 Up,2020,Manual,25,Petrol,25.7,1,11590
 Up,2020,Manual,25,Petrol,25.7,1,11890
 Up,2020,Manual,531,Petrol,25.7,1,11780
 Up,2019,Manual,5400,Petrol,27.15,1,8980
 Up,2019,Manual,6000,Petrol,27.15,1,9375
 Auris,2015,Automatic,20487,Hybrid,38.2,1.8,14995
 Auris,2015,Automatic,27299,Hybrid,35.3,1.8,14995
 Auris,2015,Automatic,19000,Hybrid,36.2,1.8,14995
 Hilux,2015,Automatic,72100,Diesel,16.4,3,14995
 Up,2019,Manual,6000,Petrol,27.15,1,9375
 Up,2020,Manual,5000,Petrol,25.2,1,13317
 Up,2020,Manual,5000,Petrol,27.15,1,11528
 Up,2019,Manual,6000,Petrol,27.15,1,9375
 Up,2018,Semi-Auto,12004,Petrol,34.45,1,10495
 Hilux,2015,Automatic,72100,Diesel,16.4,3,14995
 Octavia,2015,Semi-Auto,36500,Diesel,29.45,2,14995
 Up,2020,Manual,5000,Petrol,27.15,1,10490
 Up,2020,Manual,5000,Petrol,27.15,1,10815
 Up,2020,Manual,386,Petrol,27.15,1,10490
A3,2016,Manual,29775,Petrol,30.05,1.4,14995
A1,2016,Manual,13961,Petrol,29.45,1.4,14995
 Up,2020,Manual,2870,Petrol,25.7,1,10990
 Up,2019,Manual,5026,Petrol,27.15,1,8960
 Up,2019,Manual,5985,Petrol,27.15,1,8960
 Up,2019,Manual,1232,Petrol,27.15,1,8960
 Up,2019,Manual,995,Petrol,27.15,1,9741
 Up,2020,Manual,387,Petrol,27.15,1,9990
 Up,2019,Manual,6000,Petrol,27.15,1,9375
A4,2016,Manual,41100,Diesel,37.15,2,14995
 Up,2019,Manual,7859,Petrol,26.15,1,13490
 Up,2019,Manual,4786,Petrol,26.15,1,10000
A4,2016,Manual,30578,Diesel,37.15,2,14995
 Up,2019,Manual,16488,Petrol,26.15,1,9850
 Up,2018,Manual,12106,Petrol,32.1,1,7490
A1,2016,Semi-Auto,22789,Petrol,29.45,1.4,14995
A6,2016,Semi-Auto,70000,Diesel,28.8,2,14995
 Up,2018,Semi-Auto,16515,Petrol,33.65,1,10495
A1,2016,Semi-Auto,28636,Diesel,35.3,1.6,14995
A1,2016,Semi-Auto,19158,Petrol,28.8,1.4,14995
 Up,2019,Manual,4707,Petrol,27.15,1,9391
 Up,2020,Manual,4000,Petrol,27.15,1,10000
A3,2016,Manual,39750,Petrol,28.8,1.4,14995
 Up,2020,Manual,1000,Petrol,27.15,1,10000
 Up,2020,Manual,100,Petrol,27.15,1,9700
 Up,2018,Manual,8579,Petrol,32.1,1,8950
3 Series,2016,Manual,43400,Diesel,29.45,2,14995
2 Series,2016,Semi-Auto,12662,Petrol,25.2,2,14995
 Up,2020,Manual,999,Petrol,27.15,1,9700
 Up,2020,Manual,999,Petrol,27.15,1,9700
2 Series,2016,Automatic,59634,Diesel,27.7,2,14995
1 Series,2016,Semi-Auto,34700,Diesel,33.65,2,14995
 Up,2018,Manual,5971,Petrol,32.1,1,9490
2 Series,2016,Manual,13250,Diesel,34.45,2,14995
 Up,2020,Manual,1441,Petrol,27.15,1,9890
 Up,2019,Manual,2914,Petrol,31.4,1,9490
2 Series,2016,Semi-Auto,56010,Diesel,28.8,2,14995
X1,2016,Manual,30000,Diesel,34.45,2,14995
 Up,2019,Manual,4141,Petrol,26.15,1,10690
 Up,2019,Manual,3525,Petrol,27.15,1,9490
 Up,2019,Manual,4540,Petrol,27.15,1,9490
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2019,Manual,2500,Petrol,27.15,1,10800
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2020,Manual,10,Petrol,27.15,1,10000
 Up,2020,Manual,10,Petrol,27.15,1,10200
 Up,2020,Manual,10,Petrol,25.7,1,11520
 Up,2020,Manual,50,Petrol,25.7,1,11520
 Up,2019,Manual,1000,Petrol,27.15,1,9995
 Up,2020,Manual,10,Petrol,27.15,1,10000
 Up,2020,Manual,10,Petrol,27.15,1,10000
2 Series,2016,Semi-Auto,42026,Petrol,24.35,2,14995
 Up,2019,Manual,3000,Petrol,27.15,1,9490
 Up,2019,Manual,3000,Petrol,27.15,1,9790
1 Series,2016,Semi-Auto,15684,Petrol,27.75,1.5,14995
 Up,2020,Manual,1300,Petrol,27.15,1,10490
2 Series,2016,Automatic,35004,Diesel,32.1,2,14995
 Up,2019,Manual,4117,Petrol,26.15,1,10490
 Up,2019,Manual,3000,Petrol,27.15,1,9490
 Up,2019,Manual,3000,Petrol,27.15,1,9990
1 Series,2016,Manual,30000,Diesel,31.4,2,14995
 S-MAX,2016,Manual,32223,Diesel,28.25,2,14995
 S-MAX,2016,Semi-Auto,56347,Diesel,26.15,2,14995
 Kuga,2016,Manual,24031,Diesel,27.15,2,14995
 Focus,2016,Manual,25773,Diesel,33.65,2,14995
 Kuga,2016,Manual,40136,Diesel,27.15,2,14995
 Up,2018,Manual,24000,Petrol,32.1,1,9490
 Kuga,2016,Automatic,16442,Petrol,19.1,1.5,14995
 Kuga,2016,Manual,24000,Diesel,30.05,2,14995
 Tourneo Connect,2016,Automatic,6000,Diesel,28.3,1.5,14995
